ID	num_scaff_leaves	num_synth_leaves	num_splits	num_informative_input_trees	num_noninformative_overlapping_input_trees	inf_tree_ids	noninf_tree_ids
ott746233	4	5	9	3	2	tree_ot_2015@tree5.tre,tree_ot_3077@tree1.tre,tree_ot_2879@tree1.tre	tree_ot_2770@tree1.tre,TAXONOMY
ott746744	53	88	107	6	15	tree_ot_2879@tree1.tre,tree_pg_2913@tree6742.tre,tree_ot_521@tree1.tre,tree_ot_809@tree2.tre,tree_ot_2770@tree1.tre,TAXONOMY	tree_ot_2312@tree1.tre,tree_ot_2079@tree1.tre,tree_ot_2765@tree1.tre,tree_ot_3077@tree1.tre,tree_ot_2013@tree8.tre,tree_ot_2018@tree8.tre,tree_ot_2173@tree1.tre,tree_ot_290@tree1.tre,tree_ot_531@tree1.tre,tree_ot_111@tree1.tre,tree_ot_757@Tr70438.tre,tree_ot_854@tree1.tre,tree_ot_782@Tr48736.tre,tree_pg_2404@tree5068.tre,tree_ot_2019@tree10.tre
ott747911	2	2	0	0	3		tree_ot_1044@tree1.tre,tree_pg_2926@tree6757.tre,TAXONOMY
ott749202	5	8	12	3	8	tree_ot_2145@tree2.tre,tree_ot_3077@tree1.tre,tree_ot_2879@tree1.tre	tree_ot_2018@tree8.tre,tree_ot_1968@tree1.tre,tree_ot_312@tree1.tre,tree_pg_2805@tree6512.tre,tree_ot_521@tree1.tre,tree_ot_809@tree2.tre,tree_ot_2770@tree1.tre,TAXONOMY
ott749641	2	2	0	0	8		tree_ot_2879@tree1.tre,tree_ot_2172@tree1.tre,tree_ot_290@tree1.tre,tree_ot_521@tree1.tre,tree_ot_809@tree2.tre,tree_ot_2019@tree9.tre,tree_ot_2770@tree1.tre,TAXONOMY
ott750780	3	3	2	1	8	tree_ot_118@tree1.tre	tree_ot_2072@tree2.tre,tree_ot_2879@tree1.tre,tree_ot_425@tree1.tre,tree_pg_2804@tree6511.tre,tree_ot_521@tree1.tre,tree_ot_809@tree2.tre,tree_ot_2770@tree1.tre,TAXONOMY
ott752683	3	14	8	4	7	tree_ot_2879@tree1.tre,tree_ot_137@tree1.tre,tree_ot_521@tree1.tre,tree_ot_809@tree2.tre	tree_ot_3077@tree1.tre,tree_ot_2018@tree8.tre,tree_ot_1055@tree1.tre,tree_ot_500@tree1.tre,tree_pg_2913@tree6741.tre,tree_ot_2770@tree1.tre,TAXONOMY
ott753793	6	7	20	6	3	tree_ot_2015@tree5.tre,tree_ot_3077@tree1.tre,tree_ot_2879@tree1.tre,tree_ot_843@tree3.tre,tree_ot_521@tree1.tre,tree_ot_809@tree2.tre	tree_ot_290@tree1.tre,tree_ot_2770@tree1.tre,TAXONOMY
ott754975	2	2	0	0	9		tree_ot_2159@tree1.tre,tree_ot_2188@tree1.tre,tree_pg_2913@tree6742.tre,tree_pg_2858@tree6642.tre,tree_ot_521@tree1.tre,tree_ot_809@tree2.tre,tree_ot_2019@tree15.tre,tree_ot_2770@tree1.tre,TAXONOMY
ott75504	4	4	10	5	5	tree_ot_2879@tree1.tre,tree_ot_770@tree1.tre,tree_ot_169@tree1.tre,tree_ot_521@tree1.tre,tree_ot_809@tree2.tre	tree_ot_2143@tree1.tre,tree_ot_290@tree1.tre,tree_pg_2575@tree5974.tre,tree_ot_2770@tree1.tre,TAXONOMY
ott757324	17	31	58	6	5	tree_ot_2320@tree5.tre,tree_ot_2079@tree1.tre,tree_ot_2879@tree1.tre,tree_ot_1043@tree1.tre,tree_ot_521@tree1.tre,tree_ot_809@tree2.tre	tree_ot_3077@tree1.tre,tree_ot_2156@tree3.tre,tree_ot_290@tree1.tre,tree_ot_2770@tree1.tre,TAXONOMY
ott757509	4	5	3	1	9	tree_ot_166@tree1.tre	tree_ot_2145@tree2.tre,tree_ot_3077@tree1.tre,tree_ot_2879@tree1.tre,tree_ot_1968@tree1.tre,tree_pg_1979@tree6300.tre,tree_ot_521@tree1.tre,tree_ot_809@tree2.tre,tree_ot_2770@tree1.tre,TAXONOMY
ott758346	2	4	0	0	5		tree_ot_2879@tree1.tre,tree_ot_521@tree1.tre,tree_ot_809@tree2.tre,tree_ot_2770@tree1.tre,TAXONOMY
ott759413	2	2	0	0	8		tree_ot_2879@tree1.tre,tree_ot_2018@tree8.tre,tree_ot_500@tree1.tre,tree_pg_2853@tree6624.tre,tree_ot_521@tree1.tre,tree_ot_809@tree2.tre,tree_ot_2770@tree1.tre,TAXONOMY
ott759507	9	12	49	7	4	tree_ot_2015@tree5.tre,tree_ot_3077@tree1.tre,tree_ot_2879@tree1.tre,tree_ot_2197@tree2.tre,tree_pg_1953@tree3977.tre,tree_ot_521@tree1.tre,tree_ot_809@tree2.tre	tree_ot_290@tree1.tre,tree_ot_866@tree1.tre,tree_ot_2770@tree1.tre,TAXONOMY
ott759559	2	2	0	0	8		tree_ot_2019@tree12.tre,tree_ot_2879@tree1.tre,tree_ot_290@tree1.tre,tree_ot_2169@tree1.tre,tree_ot_521@tree1.tre,tree_ot_809@tree2.tre,tree_ot_2770@tree1.tre,TAXONOMY
ott765192	2	2	0	0	8		tree_ot_2879@tree1.tre,tree_pg_2860@tree6646.tre,tree_pg_2866@tree6656.tre,tree_ot_1022@tree1.tre,tree_ot_521@tree1.tre,tree_ot_809@tree2.tre,tree_ot_2770@tree1.tre,TAXONOMY
ott765193	116	314	527	16	4	tree_ot_2312@tree1.tre,tree_ot_2307@tree3.tre,tree_ot_2765@tree1.tre,tree_ot_3077@tree1.tre,tree_ot_2879@tree1.tre,tree_ot_2018@tree8.tre,tree_ot_1055@tree1.tre,tree_ot_500@tree1.tre,tree_ot_531@tree1.tre,tree_pg_2860@tree6646.tre,tree_pg_2866@tree6656.tre,tree_ot_1022@tree1.tre,tree_ot_521@tree1.tre,tree_ot_809@tree2.tre,tree_ot_2770@tree1.tre,TAXONOMY	tree_ot_731@tree2.tre,tree_pg_2913@tree6741.tre,tree_ot_214@tree1.tre,tree_ot_817@tree1.tre
ott767070	11	13	9	4	2	tree_ot_2879@tree1.tre,tree_pg_2853@tree6624.tre,tree_ot_521@tree1.tre,tree_ot_809@tree2.tre	tree_ot_2770@tree1.tre,TAXONOMY
ott771950	2	2	0	0	10		tree_ot_2145@tree2.tre,tree_ot_3077@tree1.tre,tree_ot_2879@tree1.tre,tree_ot_1968@tree1.tre,tree_pg_2806@tree6529.tre,tree_pg_2805@tree6512.tre,tree_ot_521@tree1.tre,tree_ot_809@tree2.tre,tree_ot_2770@tree1.tre,TAXONOMY
ott772200	3	4	6	3	6	tree_ot_2879@tree1.tre,tree_ot_770@tree1.tre,tree_pg_2829@tree6579.tre	tree_ot_290@tree1.tre,tree_pg_2575@tree5974.tre,tree_ot_521@tree1.tre,tree_ot_809@tree2.tre,tree_ot_2770@tree1.tre,TAXONOMY
ott772203	2	3	0	0	10		tree_ot_2879@tree1.tre,tree_ot_1195@tree1.tre,tree_ot_770@tree1.tre,tree_ot_169@tree1.tre,tree_pg_2913@tree6742.tre,tree_pg_2575@tree5974.tre,tree_ot_521@tree1.tre,tree_ot_809@tree2.tre,tree_ot_2770@tree1.tre,TAXONOMY
ott772682	2	2	0	0	12		tree_ot_2019@tree38.tre,tree_ot_2879@tree1.tre,tree_ot_2179@tree1.tre,tree_ot_290@tree1.tre,tree_pg_2913@tree6742.tre,tree_ot_111@tree1.tre,tree_ot_172@tree3.tre,tree_ot_854@tree1.tre,tree_ot_521@tree1.tre,tree_ot_809@tree2.tre,tree_ot_2770@tree1.tre,TAXONOMY
ott772727	2	2	0	0	8		tree_ot_2879@tree1.tre,tree_ot_2018@tree8.tre,tree_ot_500@tree1.tre,tree_ot_129@tree1.tre,tree_ot_521@tree1.tre,tree_ot_809@tree2.tre,tree_ot_2770@tree1.tre,TAXONOMY
ott772729	3	4	2	1	5	tree_ot_2879@tree1.tre	tree_ot_129@tree1.tre,tree_ot_521@tree1.tre,tree_ot_809@tree2.tre,tree_ot_2770@tree1.tre,TAXONOMY
ott772737	2	4	0	0	5		tree_ot_2879@tree1.tre,tree_ot_521@tree1.tre,tree_ot_809@tree2.tre,tree_ot_2770@tree1.tre,TAXONOMY
ott773512	17	18	42	5	9	tree_ot_2762@tree4.tre,tree_ot_2228@tree1.tre,tree_ot_2879@tree1.tre,tree_ot_521@tree1.tre,tree_ot_809@tree2.tre	tree_ot_2312@tree1.tre,tree_ot_2307@tree3.tre,tree_ot_2765@tree1.tre,tree_ot_3077@tree1.tre,tree_ot_1001@tree1.tre,tree_ot_655@tree1.tre,tree_pg_2444@tree6526.tre,tree_ot_2770@tree1.tre,TAXONOMY
ott774534	6	13	23	7	5	tree_ot_2167@tree2.tre,tree_ot_2234@tree2.tre,tree_ot_2879@tree1.tre,tree_ot_2190@tree1.tre,tree_pg_2913@tree6742.tre,tree_ot_521@tree1.tre,tree_ot_809@tree2.tre	tree_ot_749@tree1.tre,tree_ot_290@tree1.tre,tree_ot_2019@tree15.tre,tree_ot_2770@tree1.tre,TAXONOMY
ott775147	5	5	8	4	8	tree_ot_2158@tree1.tre,tree_ot_2879@tree1.tre,tree_ot_520@tree1.tre,tree_ot_2770@tree1.tre	tree_ot_3077@tree1.tre,tree_ot_2013@tree8.tre,tree_ot_290@tree1.tre,tree_ot_847@tree1.tre,tree_ot_836@tree1.tre,tree_ot_521@tree1.tre,tree_ot_809@tree2.tre,TAXONOMY
ott775477	2	4	0	0	9		tree_ot_2230@tree1.tre,tree_ot_2125@tree2.tre,tree_ot_2879@tree1.tre,tree_ot_290@tree1.tre,tree_pg_2599@tree6021.tre,tree_ot_521@tree1.tre,tree_ot_809@tree2.tre,tree_ot_2770@tree1.tre,TAXONOMY
ott775719	3	3	6	3	5	tree_ot_2879@tree1.tre,tree_ot_521@tree1.tre,tree_ot_809@tree2.tre	tree_ot_3077@tree1.tre,tree_ot_290@tree1.tre,tree_ot_2019@tree15.tre,tree_ot_2770@tree1.tre,TAXONOMY
ott776471	3	10	0	0	15		tree_ot_2158@tree1.tre,tree_ot_2879@tree1.tre,tree_ot_1195@tree1.tre,tree_ot_520@tree1.tre,tree_ot_863@tree2.tre,tree_ot_290@tree1.tre,tree_ot_532@tree1.tre,tree_pg_2913@tree6742.tre,tree_ot_412@Tr77157.tre,tree_pg_2015@tree4152.tre,tree_ot_841@tree1.tre,tree_ot_521@tree1.tre,tree_ot_809@tree2.tre,tree_ot_2770@tree1.tre,TAXONOMY
ott776480	5	18	12	6	9	tree_ot_2158@tree1.tre,tree_ot_2879@tree1.tre,tree_ot_520@tree1.tre,tree_ot_863@tree2.tre,tree_ot_521@tree1.tre,tree_ot_809@tree2.tre	tree_ot_1195@tree1.tre,tree_ot_290@tree1.tre,tree_ot_532@tree1.tre,tree_pg_2913@tree6742.tre,tree_ot_412@Tr77157.tre,tree_pg_2015@tree4152.tre,tree_ot_841@tree1.tre,tree_ot_2770@tree1.tre,TAXONOMY
ott77820	2	2	0	0	9		tree_ot_2015@tree5.tre,tree_ot_3077@tree1.tre,tree_ot_2879@tree1.tre,tree_ot_2197@tree2.tre,tree_ot_290@tree1.tre,tree_ot_521@tree1.tre,tree_ot_809@tree2.tre,tree_ot_2770@tree1.tre,TAXONOMY
ott780423	3	4	6	3	3	tree_ot_2879@tree1.tre,tree_ot_121@tree7.tre,tree_ot_809@tree2.tre	tree_ot_521@tree1.tre,tree_ot_2770@tree1.tre,TAXONOMY
ott780441	5	6	7	2	3	tree_ot_121@tree7.tre,tree_ot_809@tree2.tre	tree_ot_521@tree1.tre,tree_ot_2770@tree1.tre,TAXONOMY
ott780951	3	5	10	5	3	tree_ot_2879@tree1.tre,tree_pg_2860@tree6646.tre,tree_pg_2866@tree6656.tre,tree_ot_521@tree1.tre,tree_ot_809@tree2.tre	tree_ot_1022@tree1.tre,tree_ot_2770@tree1.tre,TAXONOMY
ott781250	2	12	0	0	20		tree_ot_2312@tree1.tre,tree_ot_2307@tree3.tre,tree_ot_2072@tree2.tre,tree_ot_2765@tree1.tre,tree_ot_3077@tree1.tre,tree_ot_2879@tree1.tre,tree_ot_2018@tree8.tre,tree_ot_1055@tree1.tre,tree_ot_2083@tree1.tre,tree_ot_753@tree1.tre,tree_ot_2170@tree3.tre,tree_ot_425@tree1.tre,tree_ot_1002@tree1.tre,tree_pg_2913@tree6741.tre,tree_ot_214@tree1.tre,tree_pg_2804@tree6511.tre,tree_ot_521@tree1.tre,tree_ot_809@tree2.tre,tree_ot_2770@tree1.tre,TAXONOMY
ott784682	7	15	10	2	7	tree_ot_2879@tree1.tre,tree_ot_2373@tree1.tre	tree_ot_3077@tree1.tre,tree_ot_2018@tree8.tre,tree_ot_1055@tree1.tre,tree_ot_521@tree1.tre,tree_ot_809@tree2.tre,tree_ot_2770@tree1.tre,TAXONOMY
ott784742	2	2	0	0	15		tree_ot_2019@tree35.tre,tree_ot_3077@tree1.tre,tree_ot_2879@tree1.tre,tree_ot_2013@tree8.tre,tree_ot_1004@tree1.tre,tree_ot_290@tree1.tre,tree_ot_531@tree1.tre,tree_ot_757@Tr70438.tre,tree_ot_831@tree2.tre,tree_ot_782@Tr48736.tre,tree_pg_2404@tree5068.tre,tree_ot_521@tree1.tre,tree_ot_809@tree2.tre,tree_ot_2770@tree1.tre,TAXONOMY
ott785182	2	2	0	0	6		tree_ot_2879@tree1.tre,tree_pg_2869@tree6661.tre,tree_ot_521@tree1.tre,tree_ot_809@tree2.tre,tree_ot_2770@tree1.tre,TAXONOMY
ott787071	10	10	27	4	6	tree_ot_2879@tree1.tre,tree_ot_121@tree7.tre,tree_ot_521@tree1.tre,tree_ot_809@tree2.tre	tree_ot_3077@tree1.tre,tree_ot_2018@tree8.tre,tree_ot_1055@tree1.tre,tree_ot_531@tree1.tre,tree_ot_2770@tree1.tre,TAXONOMY
ott787932	2	2	0	0	10		tree_ot_2879@tree1.tre,tree_ot_1195@tree1.tre,tree_ot_770@tree1.tre,tree_ot_290@tree1.tre,tree_pg_2829@tree6579.tre,tree_pg_2575@tree5974.tre,tree_ot_521@tree1.tre,tree_ot_809@tree2.tre,tree_ot_2770@tree1.tre,TAXONOMY
ott787933	2	7	0	0	9		tree_ot_2879@tree1.tre,tree_ot_770@tree1.tre,tree_ot_290@tree1.tre,tree_pg_2829@tree6579.tre,tree_pg_2575@tree5974.tre,tree_ot_521@tree1.tre,tree_ot_809@tree2.tre,tree_ot_2770@tree1.tre,TAXONOMY
ott789032	5	11	24	6	14	tree_ot_2879@tree1.tre,tree_ot_1195@tree1.tre,tree_ot_770@tree1.tre,tree_pg_2924@tree6755.tre,tree_ot_521@tree1.tre,tree_ot_809@tree2.tre	tree_ot_2312@tree1.tre,tree_ot_2307@tree3.tre,tree_ot_2143@tree1.tre,tree_ot_2152@tree1.tre,tree_ot_2765@tree1.tre,tree_ot_3077@tree1.tre,tree_ot_2018@tree8.tre,tree_ot_1055@tree1.tre,tree_ot_2084@tree1.tre,tree_ot_290@tree1.tre,tree_pg_2913@tree6742.tre,tree_pg_2575@tree5974.tre,tree_ot_2770@tree1.tre,TAXONOMY
ott796145	2	2	0	0	5		tree_ot_2019@tree12.tre,tree_ot_2879@tree1.tre,tree_ot_2169@tree1.tre,tree_ot_2770@tree1.tre,TAXONOMY
ott799161	6	10	19	6	10	tree_ot_2015@tree5.tre,tree_ot_3077@tree1.tre,tree_ot_2879@tree1.tre,tree_ot_2197@tree2.tre,tree_ot_521@tree1.tre,tree_ot_809@tree2.tre	tree_ot_2312@tree1.tre,tree_ot_2765@tree1.tre,tree_ot_2013@tree8.tre,tree_ot_290@tree1.tre,tree_ot_531@tree1.tre,tree_ot_757@Tr70438.tre,tree_ot_841@tree1.tre,tree_pg_2404@tree5068.tre,tree_ot_2770@tree1.tre,TAXONOMY
ott799186	2	2	0	0	6		tree_ot_2879@tree1.tre,tree_pg_2853@tree6624.tre,tree_ot_521@tree1.tre,tree_ot_809@tree2.tre,tree_ot_2770@tree1.tre,TAXONOMY
ott801239	3	3	0	0	9		tree_ot_2762@tree4.tre,tree_ot_2228@tree1.tre,tree_ot_2879@tree1.tre,tree_ot_655@tree1.tre,tree_pg_2444@tree6526.tre,tree_ot_521@tree1.tre,tree_ot_809@tree2.tre,tree_ot_2770@tree1.tre,TAXONOMY
ott804122	5	11	15	5	7	tree_ot_2879@tree1.tre,tree_ot_2819@tree3.tre,tree_pg_2853@tree6624.tre,tree_ot_521@tree1.tre,tree_ot_809@tree2.tre	tree_ot_3077@tree1.tre,tree_ot_2132@tree2.tre,tree_ot_2018@tree8.tre,tree_ot_1055@tree1.tre,tree_ot_531@tree1.tre,tree_ot_2770@tree1.tre,TAXONOMY
ott80417	4	10	4	2	10	tree_ot_2879@tree1.tre,tree_ot_180@tree1.tre	tree_ot_290@tree1.tre,tree_ot_532@tree1.tre,tree_pg_2913@tree6742.tre,tree_ot_111@tree1.tre,tree_ot_412@Tr77157.tre,tree_ot_874@tree1.tre,tree_ot_521@tree1.tre,tree_ot_809@tree2.tre,tree_ot_2770@tree1.tre,TAXONOMY
ott80420	5	7	20	5	5	tree_ot_2879@tree1.tre,tree_ot_770@tree1.tre,tree_pg_2829@tree6579.tre,tree_ot_521@tree1.tre,tree_ot_809@tree2.tre	tree_ot_1195@tree1.tre,tree_ot_290@tree1.tre,tree_pg_2575@tree5974.tre,tree_ot_2770@tree1.tre,TAXONOMY
ott80445	4	8	8	4	4	tree_ot_2158@tree1.tre,tree_ot_2879@tree1.tre,tree_ot_521@tree1.tre,tree_ot_809@tree2.tre	tree_ot_520@tree1.tre,tree_ot_290@tree1.tre,tree_ot_2770@tree1.tre,TAXONOMY
ott806354	8	12	12	2	7	tree_ot_2879@tree1.tre,tree_ot_2172@tree1.tre	tree_ot_1195@tree1.tre,tree_ot_290@tree1.tre,tree_ot_521@tree1.tre,tree_ot_809@tree2.tre,tree_ot_2019@tree9.tre,tree_ot_2770@tree1.tre,TAXONOMY
ott808271	14	16	50	4	6	tree_ot_2879@tree1.tre,tree_ot_1043@tree1.tre,tree_ot_521@tree1.tre,tree_ot_809@tree2.tre	tree_ot_2079@tree1.tre,tree_ot_3077@tree1.tre,tree_ot_2013@tree8.tre,tree_ot_290@tree1.tre,tree_ot_2770@tree1.tre,TAXONOMY
ott808916	2	2	0	0	8		tree_ot_2879@tree1.tre,tree_ot_770@tree1.tre,tree_ot_290@tree1.tre,tree_pg_2575@tree5974.tre,tree_ot_521@tree1.tre,tree_ot_809@tree2.tre,tree_ot_2770@tree1.tre,TAXONOMY
ott809000	2	2	0	0	9		tree_ot_2141@tree1.tre,tree_ot_2879@tree1.tre,tree_ot_2018@tree8.tre,tree_ot_500@tree1.tre,tree_ot_816@tree1.tre,tree_ot_521@tree1.tre,tree_ot_809@tree2.tre,tree_ot_2770@tree1.tre,TAXONOMY
ott810561	2	2	0	0	7		tree_ot_2141@tree1.tre,tree_ot_2879@tree1.tre,tree_ot_816@tree1.tre,tree_ot_521@tree1.tre,tree_ot_809@tree2.tre,tree_ot_2770@tree1.tre,TAXONOMY
ott810748	2	2	0	0	13		tree_ot_2312@tree1.tre,tree_ot_2307@tree3.tre,tree_ot_2765@tree1.tre,tree_ot_3077@tree1.tre,tree_ot_2879@tree1.tre,tree_ot_2018@tree8.tre,tree_ot_1055@tree1.tre,tree_pg_2853@tree6624.tre,tree_ot_214@tree1.tre,tree_ot_521@tree1.tre,tree_ot_809@tree2.tre,tree_ot_2770@tree1.tre,TAXONOMY
ott810751	277	586	922	13	6	tree_ot_3077@tree1.tre,tree_ot_2879@tree1.tre,tree_ot_2018@tree8.tre,tree_ot_2819@tree3.tre,tree_ot_1055@tree1.tre,tree_ot_500@tree1.tre,tree_ot_531@tree1.tre,tree_pg_2853@tree6624.tre,tree_pg_2865@tree6654.tre,tree_ot_521@tree1.tre,tree_ot_809@tree2.tre,tree_ot_2770@tree1.tre,TAXONOMY	tree_ot_2312@tree1.tre,tree_ot_2307@tree3.tre,tree_ot_2765@tree1.tre,tree_ot_2132@tree2.tre,tree_pg_2913@tree6741.tre,tree_ot_214@tree1.tre
ott810768	2	29	0	0	13		tree_ot_2141@tree1.tre,tree_ot_2312@tree1.tre,tree_ot_2307@tree3.tre,tree_ot_2765@tree1.tre,tree_ot_3077@tree1.tre,tree_ot_2879@tree1.tre,tree_ot_2018@tree8.tre,tree_ot_1055@tree1.tre,tree_ot_500@tree1.tre,tree_ot_521@tree1.tre,tree_ot_809@tree2.tre,tree_ot_2770@tree1.tre,TAXONOMY
ott81443	7	131	59	14	3	tree_ot_2307@tree3.tre,tree_ot_2765@tree1.tre,tree_ot_3077@tree1.tre,tree_ot_2879@tree1.tre,tree_ot_2018@tree8.tre,tree_ot_1055@tree1.tre,tree_ot_2083@tree1.tre,tree_ot_1044@tree1.tre,tree_ot_500@tree1.tre,tree_ot_531@tree1.tre,tree_pg_2926@tree6757.tre,tree_ot_521@tree1.tre,tree_ot_809@tree2.tre,TAXONOMY	tree_pg_2913@tree6741.tre,tree_ot_214@tree1.tre,tree_ot_2770@tree1.tre
ott81461	2	19311	0	0	15		tree_ot_2307@tree3.tre,tree_ot_2765@tree1.tre,tree_ot_3077@tree1.tre,tree_ot_2879@tree1.tre,tree_ot_2018@tree8.tre,tree_ot_1055@tree1.tre,tree_ot_2083@tree1.tre,tree_ot_500@tree1.tre,tree_ot_531@tree1.tre,tree_pg_2913@tree6741.tre,tree_ot_214@tree1.tre,tree_ot_521@tree1.tre,tree_ot_809@tree2.tre,tree_ot_2770@tree1.tre,TAXONOMY
ott814749	3	3	0	0	15		tree_ot_2312@tree1.tre,tree_ot_2765@tree1.tre,tree_ot_3077@tree1.tre,tree_ot_2879@tree1.tre,tree_ot_2013@tree8.tre,tree_ot_783@tree1.tre,tree_ot_290@tree1.tre,tree_ot_531@tree1.tre,tree_ot_111@tree1.tre,tree_ot_854@tree1.tre,tree_ot_782@Tr48736.tre,tree_ot_521@tree1.tre,tree_ot_809@tree2.tre,tree_ot_2770@tree1.tre,TAXONOMY
ott814752	4	5	0	0	10		tree_ot_2312@tree1.tre,tree_ot_2765@tree1.tre,tree_ot_2879@tree1.tre,tree_ot_290@tree1.tre,tree_ot_180@tree1.tre,tree_ot_874@tree1.tre,tree_ot_521@tree1.tre,tree_ot_809@tree2.tre,tree_ot_2770@tree1.tre,TAXONOMY
ott815702	5	6	13	5	3	tree_ot_2314@tree1.tre,tree_ot_2879@tree1.tre,tree_ot_154@tree1.tre,tree_ot_521@tree1.tre,tree_ot_809@tree2.tre	tree_ot_156@tree1.tre,tree_ot_2770@tree1.tre,TAXONOMY
ott815703	2	2	0	0	7		tree_ot_2314@tree1.tre,tree_ot_2879@tree1.tre,tree_ot_154@tree1.tre,tree_ot_521@tree1.tre,tree_ot_809@tree2.tre,tree_ot_2770@tree1.tre,TAXONOMY
ott815704	5	6	6	2	7	tree_ot_2314@tree1.tre,tree_ot_2879@tree1.tre	tree_ot_2312@tree1.tre,tree_ot_2765@tree1.tre,tree_ot_156@tree1.tre,tree_ot_521@tree1.tre,tree_ot_809@tree2.tre,tree_ot_2770@tree1.tre,TAXONOMY
ott815707	11	24	41	5	8	tree_ot_2314@tree1.tre,tree_ot_2879@tree1.tre,tree_ot_151@tree1.tre,tree_ot_521@tree1.tre,tree_ot_809@tree2.tre	tree_ot_3077@tree1.tre,tree_ot_2018@tree8.tre,tree_ot_1055@tree1.tre,tree_ot_500@tree1.tre,tree_ot_531@tree1.tre,tree_ot_156@tree1.tre,tree_ot_2770@tree1.tre,TAXONOMY
ott815966	5	6	24	6	8	tree_ot_3077@tree1.tre,tree_ot_2879@tree1.tre,tree_ot_2154@tree1.tre,tree_ot_149@tree4.tre,tree_ot_521@tree1.tre,tree_ot_809@tree2.tre	tree_ot_2312@tree1.tre,tree_ot_2765@tree1.tre,tree_ot_2018@tree8.tre,tree_ot_1055@tree1.tre,tree_ot_500@tree1.tre,tree_ot_531@tree1.tre,tree_ot_2770@tree1.tre,TAXONOMY
ott815967	7	26	19	8	6	tree_ot_3077@tree1.tre,tree_ot_2879@tree1.tre,tree_ot_2018@tree8.tre,tree_ot_1055@tree1.tre,tree_ot_521@tree1.tre,tree_ot_809@tree2.tre,tree_ot_2770@tree1.tre,TAXONOMY	tree_ot_2312@tree1.tre,tree_ot_2307@tree3.tre,tree_ot_2765@tree1.tre,tree_ot_500@tree1.tre,tree_ot_531@tree1.tre,tree_pg_2913@tree6741.tre
ott815968	26	46	148	10	7	tree_ot_3077@tree1.tre,tree_ot_2879@tree1.tre,tree_ot_2018@tree8.tre,tree_ot_2154@tree1.tre,tree_pg_2913@tree6741.tre,tree_ot_148@tree1.tre,tree_ot_521@tree1.tre,tree_ot_809@tree2.tre,tree_ot_2770@tree1.tre,TAXONOMY	tree_ot_2312@tree1.tre,tree_ot_2307@tree3.tre,tree_ot_2765@tree1.tre,tree_ot_1055@tree1.tre,tree_ot_500@tree1.tre,tree_ot_531@tree1.tre,tree_ot_214@tree1.tre
ott815970	6	13	20	7	7	tree_ot_3077@tree1.tre,tree_ot_2018@tree8.tre,tree_ot_1055@tree1.tre,tree_ot_521@tree1.tre,tree_ot_809@tree2.tre,tree_ot_2770@tree1.tre,TAXONOMY	tree_ot_2312@tree1.tre,tree_ot_2307@tree3.tre,tree_ot_2765@tree1.tre,tree_ot_2879@tree1.tre,tree_ot_500@tree1.tre,tree_ot_531@tree1.tre,tree_ot_214@tree1.tre
ott816668	5	6	31	11	4	tree_ot_2307@tree3.tre,tree_ot_2765@tree1.tre,tree_ot_3077@tree1.tre,tree_ot_2879@tree1.tre,tree_ot_2018@tree8.tre,tree_ot_2083@tree1.tre,tree_ot_1044@tree1.tre,tree_pg_2926@tree6757.tre,tree_ot_521@tree1.tre,tree_ot_809@tree2.tre,TAXONOMY	tree_ot_1055@tree1.tre,tree_ot_500@tree1.tre,tree_ot_531@tree1.tre,tree_ot_2770@tree1.tre
ott817405	2	3	0	0	11		tree_ot_2158@tree1.tre,tree_ot_3077@tree1.tre,tree_ot_2879@tree1.tre,tree_ot_2013@tree8.tre,tree_ot_520@tree1.tre,tree_ot_783@tree1.tre,tree_ot_290@tree1.tre,tree_ot_855@tree1.tre,tree_ot_809@tree2.tre,tree_ot_2770@tree1.tre,TAXONOMY
ott817625	4	4	0	0	8		tree_ot_2879@tree1.tre,tree_ot_2172@tree1.tre,tree_ot_290@tree1.tre,tree_ot_521@tree1.tre,tree_ot_809@tree2.tre,tree_ot_2019@tree9.tre,tree_ot_2770@tree1.tre,TAXONOMY
ott818311	10	13	34	6	4	tree_ot_2145@tree2.tre,tree_ot_3077@tree1.tre,tree_ot_2879@tree1.tre,tree_ot_1968@tree1.tre,tree_ot_521@tree1.tre,tree_ot_809@tree2.tre	tree_pg_2806@tree6529.tre,tree_pg_2805@tree6512.tre,tree_ot_2770@tree1.tre,TAXONOMY
ott818421	2	2	0	0	9		tree_ot_3077@tree1.tre,tree_ot_2879@tree1.tre,tree_ot_2018@tree8.tre,tree_ot_531@tree1.tre,tree_pg_2853@tree6624.tre,tree_ot_521@tree1.tre,tree_ot_809@tree2.tre,tree_ot_2770@tree1.tre,TAXONOMY
ott819315	2	2	0	0	9		tree_ot_2879@tree1.tre,tree_ot_770@tree1.tre,tree_ot_290@tree1.tre,tree_pg_2829@tree6579.tre,tree_pg_2575@tree5974.tre,tree_ot_521@tree1.tre,tree_ot_809@tree2.tre,tree_ot_2770@tree1.tre,TAXONOMY
ott819858	3	4	2	1	12	tree_ot_172@tree3.tre	tree_ot_2019@tree38.tre,tree_ot_3077@tree1.tre,tree_ot_2179@tree1.tre,tree_ot_2013@tree8.tre,tree_ot_1195@tree1.tre,tree_ot_2395@tree1.tre,tree_ot_783@tree1.tre,tree_pg_2913@tree6742.tre,tree_ot_521@tree1.tre,tree_ot_809@tree2.tre,tree_ot_2770@tree1.tre,TAXONOMY
